tweet_id,date,year,month,tweet_text,sentiment_text,text_clean,word_count,topics,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_score,model_confidence,sentiment
1195944195518648321,2019-11-17,2019,2019-11,watermelon sugar makes me feel like i belong on the beach in the 80s playing volleyball and jamming out with my friends. i love it S O much. thank u for this gem. {@Harry Styles@} kiwi truly did walk. #HarryOnSNL,watermelon sugar makes me feel like i belong on the beach in the 80s playing volleyball and jamming out with my friends. i love it S O much. thank u for this gem. @user kiwi truly did walk. #HarryOnSNL,watermelon sugar makes me feel like i belong on the beach in the s playing volleyball and jamming out with my friends i love it s o much thank u for this gem kiwi truly did walk harryonsnl,38,Celebrity & Pop Culture|Film Tv & Video|Music,0.0036075008,0.011509654,0.9848829,0.9812754,0.9848829,Positive
1170758591818665984,2019-09-08,2019,2019-09,100 photos from Women s 3-nations final game – in Salo. {{URL}} #floorball #salibandy {{USERNAME}} {{USERNAME}},100 photos from Women s 3-nations final game – in Salo. http #floorball #salibandy @user @user,photos from women s nations final game in salo floorball salibandy,11,Sports,0.0044991504,0.8914863,0.104014546,0.09951539,0.8914863,Neutral
1218821656187219968,2020-01-19,2020,2020-01,"The world would pay millions to watch connor mcgregor fight a peacock. Why don’t they put him in there with a real fighter? The lady driller, the dancing thriller, the keyboard twitter killer, steeeeevveee steeeeeel. {{USERNAME}}","The world would pay millions to watch connor mcgregor fight a peacock. Why don’t they put him in there with a real fighter? The lady driller, the dancing thriller, the keyboard twitter killer, steeeeevveee steeeeeel. @user",the world would pay millions to watch connor mcgregor fight a peacock why don t they put him in there with a real fighter the lady driller the dancing thriller the keyboard twitter killer steeeeevveee steeeeeel,36,Celebrity & Pop Culture|Sports,0.36725795,0.47533256,0.1574095,-0.20984845,0.47533256,Neutral
1406610608464728065,2021-06-20,2021,2021-06,Happy Father’s Day to my baby daddy {@BTS_twt@} Taehyung! The kids got you gifts come home,Happy Father’s Day to my baby daddy @user Taehyung! The kids got you gifts come home,happy father s day to my baby daddy taehyung the kids got you gifts come home,16,Diaries & Daily Life|Family|Relationships,0.0020459208,0.008467395,0.9894867,0.98744076,0.9894867,Positive
1290074801726349312,2020-08-02,2020,2020-08,I noticed today in store {@Asda@} that all of the social distancing markers on the floors have been removed. Just in time for the second wave,I noticed today in store @user that all of the social distancing markers on the floors have been removed. Just in time for the second wave,i noticed today in store that all of the social distancing markers on the floors have been removed just in time for the second wave,25,Business & Entrepreneurs|Diaries & Daily Life|News & Social Concern,0.20871273,0.69650507,0.09478224,-0.113930486,0.69650507,Neutral
1211375549450461184,2019-12-29,2019,2019-12,I love this song The size of Wales off this new album by {{USERNAME}} {{URL}},I love this song The size of Wales off this new album by @user http,i love this song the size of wales off this new album by,13,Music,0.0017198657,0.009181855,0.9890983,0.9873784,0.9890983,Positive
1221311284202876929,2020-01-26,2020,2020-01,Check out what I just listed on Mercari. Tap the link to sign up and get $10 off. ⁦ {@Official Hobby Lobby@} ⁩ {{USERNAME}} #hobbylobby #mercari #print #prints #frames #decor #homedecor #resale {{URL}},Check out what I just listed on Mercari. Tap the link to sign up and get $10 off. ⁦ @user ⁩ @user #hobbylobby #mercari #print #prints #frames #decor #homedecor #resale http,check out what i just listed on mercari tap the link to sign up and get off hobbylobby mercari print prints frames decor homedecor resale,25,Business & Entrepreneurs,0.0031751452,0.35302123,0.6438036,0.64062846,0.6438036,Positive
1272455332170567684,2020-06-15,2020,2020-06,chanyeol i love youuuu #LSHftPCY_Regards #6시_이선희_찬열_안부 #CHANYEOL #찬열 {@EXO@},chanyeol i love youuuu #LSHftPCY_Regards #6시_이선희_찬열_안부 #CHANYEOL #찬열 @user,chanyeol i love youuuu lshftpcy regards chanyeol,7,Relationships,0.0046125324,0.07105006,0.92433745,0.91972494,0.92433745,Positive
1300130425948581889,2020-08-30,2020,2020-08,"￼Morning jog, going up the wall, migraines are being returned back home￼ {{URL}} via {@facebookwatch@}","￼Morning jog, going up the wall, migraines are being returned back home￼ http via @user",morning jog going up the wall migraines are being returned back home via,13,Diaries & Daily Life,0.37113458,0.59549826,0.033367157,-0.33776742,0.59549826,Neutral
1340536013475725312,2020-12-20,2020,2020-12,Gallagher may aswell have a 3rd pop...let’s see him in with a bigger banger {@Callum CJ Johnson@},Gallagher may aswell have a 3rd pop...let’s see him in with a bigger banger @user,gallagher may aswell have a rd pop let s see him in with a bigger banger,16,Celebrity & Pop Culture,0.013806802,0.3212296,0.6649636,0.6511568,0.6649636,Positive
1183375800718057472,2019-10-13,2019,2019-10,Oh my god. Teddy from {@Brooklyn Nine Nine@} is in Breaking Bad. Amy and Jake had the AUDACITY to call him boring?!,Oh my god. Teddy from @user is in Breaking Bad. Amy and Jake had the AUDACITY to call him boring?!,oh my god teddy from is in breaking bad amy and jake had the audacity to call him boring,19,Film Tv & Video,0.8457611,0.13146298,0.022775907,-0.82298523,0.8457611,Negative
1344794442222469120,2020-12-31,2020,2020-12,Happy New Year to {@MOUZ@} really love you {@ropz@} {@Chris de Jong@} {@karrigan@} {@Bymas@} {@David eransk@},Happy New Year to @user really love you @user @user @user @user @user,happy new year to really love you,7,Diaries & Daily Life|Relationships,0.0031850135,0.007926681,0.9888883,0.9857033,0.9888883,Positive
1198497005116567553,2019-11-24,2019,2019-11,Harry Styles Features an Ex-Girlfriend’s Voice On His New Album {{URL}} via {@Just Jared Jr@},Harry Styles Features an Ex-Girlfriend’s Voice On His New Album http via @user,harry styles features an ex girlfriend s voice on his new album via,13,Celebrity & Pop Culture|Music,0.0026609015,0.868551,0.12878807,0.12612717,0.868551,Neutral
1241574778282160131,2020-03-22,2020,2020-03,Southern Connecticut State University Students : Pass/fail for the semester - Sign the Petition! {{URL}} via {@Change org@},Southern Connecticut State University Students : Pass/fail for the semester - Sign the Petition! http via @user,southern connecticut state university students pass fail for the semester sign the petition via,14,Learning & Educational|News & Social Concern|Youth & Student Life,0.21767205,0.73541445,0.046913497,-0.17075855,0.73541445,Neutral
1295113100618735617,2020-08-16,2020,2020-08,Hoping to get some books to put into a rotation for my students during Distance Learning. #ClearTheList #MagentaMagic {@T Mobile@} {{URL}},Hoping to get some books to put into a rotation for my students during Distance Learning. #ClearTheList #MagentaMagic @user http,hoping to get some books to put into a rotation for my students during distance learning clearthelist magentamagic,18,Learning & Educational|Youth & Student Life,0.0025818616,0.20516568,0.7922524,0.7896706,0.7922524,Positive
1381121561172848640,2021-04-11,2021,2021-04,Ouch. The Nets really gonna have to look at tape and figure out how they got 20-pieced by the {@Los Angeles Lakers@},Ouch. The Nets really gonna have to look at tape and figure out how they got 20-pieced by the @user,ouch the nets really gonna have to look at tape and figure out how they got pieced by the,19,Sports,0.83690095,0.15517572,0.007923384,-0.8289776,0.83690095,Negative
1353944936333287425,2021-01-26,2021,2021-01,The second in what is destined to a classic sci-fi trilogy: The Trials of Koli by {{USERNAME}} . #bookreviews {{URL}},The second in what is destined to a classic sci-fi trilogy: The Trials of Koli by @user . #bookreviews http,the second in what is destined to a classic sci fi trilogy the trials of koli by bookreviews,18,Science & Technology,0.00333427,0.5947381,0.40192756,0.39859328,0.5947381,Neutral
1180812730602799107,2019-10-06,2019,2019-10,"“In 1919, Sylvia Beach sent a telegram to her mother in America: ‘Opening bookshop in Paris. Please send money.’“ That bookstore became the famed {{USERNAME}} . (Read “The Patron Saint of Bookstores” {{URL}}","“In 1919, Sylvia Beach sent a telegram to her mother in America: ‘Opening bookshop in Paris. Please send money.’“ That bookstore became the famed @user . (Read “The Patron Saint of Bookstores” http",in sylvia beach sent a telegram to her mother in america opening bookshop in paris please send money that bookstore became the famed read the patron saint of bookstores,29,Arts & Culture|Learning & Educational|News & Social Concern,0.0049632923,0.7152329,0.27980372,0.27484044,0.7152329,Neutral
1358262896858329088,2021-02-07,2021,2021-02,I need a Bad Bunny and Jhay Cortez album together ASAP {@sanbenito@} {@JHAYCO@},I need a Bad Bunny and Jhay Cortez album together ASAP @user @user,i need a bad bunny and jhay cortez album together asap,11,Celebrity & Pop Culture|Film Tv & Video|Music,0.016139392,0.5513482,0.4325124,0.416373,0.5513482,Neutral
1386194753419714560,2021-04-25,2021,2021-04,I feel so sorry to hear about your sickness and how I cannot visit you! Sending you lots of love and blissful wishes for you to recover as soon as possible! I want to see you active and joyful like you always are.Get well soon {@dilipkpandey@} {@AAP Mumbai@} {@AAP@} {@Swara Bhasker@},I feel so sorry to hear about your sickness and how I cannot visit you! Sending you lots of love and blissful wishes for you to recover as soon as possible! I want to see you active and joyful like you always are.Get well soon @user @user @user @user,i feel so sorry to hear about your sickness and how i cannot visit you sending you lots of love and blissful wishes for you to recover as soon as possible i want to see you active and joyful like you always are get well soon,46,Diaries & Daily Life,0.12688948,0.15332383,0.7197867,0.59289724,0.7197867,Positive
1203795920959066112,2019-12-08,2019,2019-12,JTM came to our ward today and {{USERNAME}} didn’t believe me and I was like excuse me is he in your Spotify Wrapped top 5 or mine,JTM came to our ward today and @user didn’t believe me and I was like excuse me is he in your Spotify Wrapped top 5 or mine,jtm came to our ward today and didn t believe me and i was like excuse me is he in your spotify wrapped top or mine,26,Music,0.37248477,0.5933323,0.0341829,-0.33830187,0.5933323,Neutral
1193676871558410241,2019-11-10,2019,2019-11,Remember how amazing {@Jason Donovan@} was on Strictly? His Tango is one of my all time faves {{URL}},Remember how amazing @user was on Strictly? His Tango is one of my all time faves http,remember how amazing was on strictly his tango is one of my all time faves,15,Celebrity & Pop Culture|Film Tv & Video,0.002268291,0.007887945,0.9898437,0.9875754,0.9898437,Positive
1287235994131894272,2020-07-26,2020,2020-07,The key to being happy is knowing you have the power to choose what to accept and what to let go. {{USERNAME}} DJLOONYO AOSStayHomeParty,The key to being happy is knowing you have the power to choose what to accept and what to let go. @user DJLOONYO AOSStayHomeParty,the key to being happy is knowing you have the power to choose what to accept and what to let go djloonyo aosstayhomeparty,23,Diaries & Daily Life|Relationships,0.0052493713,0.1104591,0.8842915,0.87904215,0.8842915,Positive
1193646965067632640,2019-11-10,2019,2019-11,"Remember this {@Lindsey Graham@} ? Too bad you dont. This guy would have been semi-fair to America. The person you are now is unrecognizable. I cant believe you are SELLING OUT ALL 323 MILLION American Citizens for a corrupt con man that wants nothing more than to RULE, not LEAD.","Remember this @user ? Too bad you dont. This guy would have been semi-fair to America. The person you are now is unrecognizable. I cant believe you are SELLING OUT ALL 323 MILLION American Citizens for a corrupt con man that wants nothing more than to RULE, not LEAD.",remember this too bad you dont this guy would have been semi fair to america the person you are now is unrecognizable i cant believe you are selling out all million american citizens for a corrupt con man that wants nothing more than to rule not lead,47,News & Social Concern,0.94693476,0.048112467,0.00495274,-0.94198203,0.94693476,Negative
1252502019497177088,2020-04-21,2020,2020-04,"The front that brought some overnight rain is out, and the coolest air out of the next seven days is moving into Indiana. Check with {@Chuck Lofton@} on #13Sunrise for the full forecast. {{URL}}","The front that brought some overnight rain is out, and the coolest air out of the next seven days is moving into Indiana. Check with @user on #13Sunrise for the full forecast. http",the front that brought some overnight rain is out and the coolest air out of the next seven days is moving into indiana check with on sunrise for the full forecast,31,News & Social Concern,0.017327126,0.83038056,0.15229234,0.13496521,0.83038056,Neutral
1226594568679968775,2020-02-09,2020,2020-02,shoutout to {{USERNAME}} for being literally the only person on this app live tweeting the xfl like it’s game 7 of the finals,shoutout to @user for being literally the only person on this app live tweeting the xfl like it’s game 7 of the finals,shoutout to for being literally the only person on this app live tweeting the xfl like it s game of the finals,22,Sports,0.008123617,0.1252337,0.86664265,0.858519,0.86664265,Positive
1213760271698792449,2020-01-05,2020,2020-01,"A lot of fun to be had at the first league game {@Hallam FC@} since mid-October, if not quite the right result. Hallam were much better than the rather vague memories of previous home games - their front 3 causing problems from the start.... {{URL}}","A lot of fun to be had at the first league game @user since mid-October, if not quite the right result. Hallam were much better than the rather vague memories of previous home games - their front 3 causing problems from the start.... http",a lot of fun to be had at the first league game since mid october if not quite the right result hallam were much better than the rather vague memories of previous home games their front causing problems from the start,41,Gaming|Sports,0.006948439,0.03460662,0.9584449,0.9514965,0.9584449,Positive
1231638967059189760,2020-02-23,2020,2020-02,"The Pakistan Cricket Board (PCB) has launched a campaign, Hamaray Heroes, to honour the country s unsung heroes who ve done plenty to make the country s flag fly high around the world. Weldon {@PCB Media@}","The Pakistan Cricket Board (PCB) has launched a campaign, Hamaray Heroes, to honour the country s unsung heroes who ve done plenty to make the country s flag fly high around the world. Weldon @user",the pakistan cricket board pcb has launched a campaign hamaray heroes to honour the country s unsung heroes who ve done plenty to make the country s flag fly high around the world weldon,34,Sports,0.002442604,0.112755015,0.8848024,0.8823598,0.8848024,Positive
1203485567998210049,2019-12-08,2019,2019-12,Yeah boi... {{USERNAME}} he did it.... Anthony Joshua defeats Andy Ruiz Jr to regain world heavyweight title glory | Boxing News | Sky Sports {{URL}},Yeah boi... @user he did it.... Anthony Joshua defeats Andy Ruiz Jr to regain world heavyweight title glory | Boxing News | Sky Sports http,yeah boi he did it anthony joshua defeats andy ruiz jr to regain world heavyweight title glory boxing news sky sports,21,News & Social Concern|Sports,0.002259293,0.18517698,0.8125637,0.8103044,0.8125637,Positive
1358232233299963904,2021-02-07,2021,2021-02,"Watching {@Pat McAfee@} talk about the Super Bowl kickoff touchback bet he just said {@Bradley Pinion@} doesn’t have what it takes to kick a touch back. You messed up pat, Bradley gonna send that thang to Mars","Watching @user talk about the Super Bowl kickoff touchback bet he just said @user doesn’t have what it takes to kick a touch back. You messed up pat, Bradley gonna send that thang to Mars",watching talk about the super bowl kickoff touchback bet he just said doesn t have what it takes to kick a touch back you messed up pat bradley gonna send that thang to mars,34,Sports,0.820243,0.16591246,0.013844578,-0.80639845,0.820243,Negative
1180935713375887365,2019-10-06,2019,2019-10,The {@Buffalo Bills@} wins even with the refs against us. That shows you how good this team really is.,The @user wins even with the refs against us. That shows you how good this team really is.,the wins even with the refs against us that shows you how good this team really is,17,Sports,0.0053875153,0.030750018,0.9638625,0.95847493,0.9638625,Positive
1284936000209334285,2020-07-19,2020,2020-07,Happy National Ice Cream Day! Celebrate with a healthy and digestible alternative to ice cream for your pup! {{USERNAME}} frozen yogurt is a cool treat for a hot day or any day! . . . #waglocal #shoplocal… {{URL}},Happy National Ice Cream Day! Celebrate with a healthy and digestible alternative to ice cream for your pup! @user frozen yogurt is a cool treat for a hot day or any day! . . . #waglocal #shoplocal… http,happy national ice cream day celebrate with a healthy and digestible alternative to ice cream for your pup frozen yogurt is a cool treat for a hot day or any day waglocal shoplocal,33,Food & Dining|News & Social Concern,0.0015812126,0.011892449,0.9865263,0.9849451,0.9865263,Positive
1310367822799831042,2020-09-27,2020,2020-09,"When the jungle was open, I rolled in with the riders Stole food from the bears, and brought it back to the lions Hold court with the apes, I m a gorilla but lighter Got the eye of a tiger, the heart of a fighter - {@Lil Wayne WEEZY F@} - Tha Mobb #LilWayne #bars #rap","When the jungle was open, I rolled in with the riders Stole food from the bears, and brought it back to the lions Hold court with the apes, I m a gorilla but lighter Got the eye of a tiger, the heart of a fighter - @user - Tha Mobb #LilWayne #bars #rap",when the jungle was open i rolled in with the riders stole food from the bears and brought it back to the lions hold court with the apes i m a gorilla but lighter got the eye of a tiger the heart of a fighter tha mobb lilwayne bars rap,50,Music,0.033464473,0.80495244,0.16158311,0.12811863,0.80495244,Neutral
1200502900243468291,2019-11-29,2019,2019-11,4 hour delay on the way to atl and 25 minute delay sitting waiting for the grounds crew on the way back. Wonderful traveling this holiday season {{USERNAME}} {@Delta@} #3kids #allthegerms,4 hour delay on the way to atl and 25 minute delay sitting waiting for the grounds crew on the way back. Wonderful traveling this holiday season @user @user #3kids #allthegerms,hour delay on the way to atl and minute delay sitting waiting for the grounds crew on the way back wonderful traveling this holiday season kids allthegerms,27,Diaries & Daily Life|Travel & Adventure,0.069179796,0.26814964,0.6626706,0.59349084,0.6626706,Positive
1243384590699384839,2020-03-27,2020,2020-03,Kenny Rodgers - The Greatest {{URL}} via {@YouTube@} Almost forgot it was suppose to be Opening Day...this ones for Kenny.,Kenny Rodgers - The Greatest http via @user Almost forgot it was suppose to be Opening Day...this ones for Kenny.,kenny rodgers the greatest via almost forgot it was suppose to be opening day this ones for kenny,18,Celebrity & Pop Culture,0.033833522,0.41204867,0.55411774,0.52028424,0.55411774,Positive
1279806584319852544,2020-07-05,2020,2020-07,"Both Royce West and MJ Hegar were on {@Khambrel Marshall@} this morning. Both great candidates, no matter who wins this upcoming run off we can win this November. We just need to come together QUICKLY and make it happen #turntexasblue #FlipTheSenateBlue","Both Royce West and MJ Hegar were on @user this morning. Both great candidates, no matter who wins this upcoming run off we can win this November. We just need to come together QUICKLY and make it happen #turntexasblue #FlipTheSenateBlue",both royce west and mj hegar were on this morning both great candidates no matter who wins this upcoming run off we can win this november we just need to come together quickly and make it happen turntexasblue flipthesenateblue,39,News & Social Concern,0.0050694467,0.032669045,0.9622615,0.95719206,0.9622615,Positive
1400963831720038400,2021-06-04,2021,2021-06,Saw a guy in our parking lot with a {@MrBeast@} sweatshirt on. 1 - dude it’s hot outside 2 - now I have the theme song stuck in my head,Saw a guy in our parking lot with a @user sweatshirt on. 1 - dude it’s hot outside 2 - now I have the theme song stuck in my head,saw a guy in our parking lot with a sweatshirt on dude it s hot outside now i have the theme song stuck in my head,26,Celebrity & Pop Culture|Music,0.045857705,0.55285,0.4012923,0.3554346,0.55285,Neutral
1213851190628237312,2020-01-05,2020,2020-01,"Dear {@Doctor Who Flux@} - I won t retweet you so I don t spoil anyone else, but could you please PLEASE not post major, epic, show-changing spoilers before everyone has had a chance to see it? Many US viewers without cable are looking forward to seeing Spyfall in theaters later today!","Dear @user - I won t retweet you so I don t spoil anyone else, but could you please PLEASE not post major, epic, show-changing spoilers before everyone has had a chance to see it? Many US viewers without cable are looking forward to seeing Spyfall in theaters later today!",dear i won t retweet you so i don t spoil anyone else but could you please please not post major epic show changing spoilers before everyone has had a chance to see it many us viewers without cable are looking forward to seeing spyfall in theaters later today,49,Film Tv & Video,0.07855528,0.33364034,0.5878044,0.5092491,0.5878044,Positive
1241695820430413826,2020-03-22,2020,2020-03,Next up Ralph Breaks the internet which in its final throws made me wish my internet was broken! Available now on NOWTV. My ★★½ review of Ralph Breaks the Internet (2018) on {@Letterboxd@} : {{URL}},Next up Ralph Breaks the internet which in its final throws made me wish my internet was broken! Available now on NOWTV. My ★★½ review of Ralph Breaks the Internet (2018) on @user : http,next up ralph breaks the internet which in its final throws made me wish my internet was broken available now on nowtv my review of ralph breaks the internet on,30,Film Tv & Video,0.21332134,0.44997284,0.33670583,0.12338449,0.44997284,Neutral
1264586812359663621,2020-05-24,2020,2020-05,"Happy Eid mubarak to all our Muslim brothers and sisters ‍♀️ allah bless us all today and years to come from {{USERNAME}} ..... @ Accra, Ghana {{URL}}","Happy Eid mubarak to all our Muslim brothers and sisters ‍♀️ allah bless us all today and years to come from @user ..... @ Accra, Ghana http",happy eid mubarak to all our muslim brothers and sisters allah bless us all today and years to come from accra ghana,22,Arts & Culture|Diaries & Daily Life|Family|Relationships,0.002079736,0.01728265,0.98063755,0.9785578,0.98063755,Positive
1416877109734150146,2021-07-18,2021,2021-07,Current updated run on the {{USERNAME}} Kokrak 45/1 win (CSC) Armitage 66/1 win (PEO) Higgo 50/1 (Palmetto) Guido 225/1 place (US Open) Harman 30/1 place (Trav) Power 80/1 place (RMC) Lebioda 50/1 place (JDC) Scheffler 45/1 place (The Open) Macintyre 55/1 place (The Open),Current updated run on the @user Kokrak 45/1 win (CSC) Armitage 66/1 win (PEO) Higgo 50/1 (Palmetto) Guido 225/1 place (US Open) Harman 30/1 place (Trav) Power 80/1 place (RMC) Lebioda 50/1 place (JDC) Scheffler 45/1 place (The Open) Macintyre 55/1 place (The Open),current updated run on the kokrak win csc armitage win peo higgo palmetto guido place us open harman place trav power place rmc lebioda place jdc scheffler place the open macintyre place the open,34,Sports,0.0059716194,0.87618095,0.11784744,0.111875825,0.87618095,Neutral
1342348703068270593,2020-12-25,2020,2020-12,"middle school me used to listen to february air on repeat by {@Lights@} in 2008, so listening to this new song with her and {@ILLENIUM@} (who is has been repeat for me for the last 4 years and will continue to be) puts me on a new level ❤️","middle school me used to listen to february air on repeat by @user in 2008, so listening to this new song with her and @user (who is has been repeat for me for the last 4 years and will continue to be) puts me on a new level ❤️",middle school me used to listen to february air on repeat by in so listening to this new song with her and who is has been repeat for me for the last years and will continue to be puts me on a new level,44,Music,0.0019363294,0.032796036,0.9652676,0.9633313,0.9652676,Positive
1222910508073795585,2020-01-30,2020,2020-01,I am SO STOKED!! I will be working the sidelines with {@Ron Capps@} carrying a parabolic microphone for San Francisco radio station KNBR {@KNBR@} during Sunday s game between the 49ers and the Kansas City Chiefs.,I am SO STOKED!! I will be working the sidelines with @user carrying a parabolic microphone for San Francisco radio station KNBR @user during Sunday s game between the 49ers and the Kansas City Chiefs.,i am so stoked i will be working the sidelines with carrying a parabolic microphone for san francisco radio station knbr during sunday s game between the ers and the kansas city chiefs,33,Sports,0.0016208732,0.051410783,0.94696844,0.94534755,0.94696844,Positive
1335463124212670468,2020-12-06,2020,2020-12,I just got result Eren Jaeger! on quiz Which Attack on Titan (or Shingeki no Kyojin) Character are you? . What will you get? {{URL}} via {{USERNAME}},I just got result Eren Jaeger! on quiz Which Attack on Titan (or Shingeki no Kyojin) Character are you? . What will you get? http via @user,i just got result eren jaeger on quiz which attack on titan or shingeki no kyojin character are you what will you get via,24,Film Tv & Video,0.0056197257,0.8584596,0.13592069,0.13030097,0.8584596,Neutral
1273910756912893954,2020-06-19,2020,2020-06,The Jesse Lee Peterson Show: GIOYC Friday!; Mr. President... Do You Know What Juneteenth Means? 6/12/20 (part 1 of 2) {@Jesse Lee Peterson@} {{URL}} #Amazing {{URL}},The Jesse Lee Peterson Show: GIOYC Friday!; Mr. President... Do You Know What Juneteenth Means? 6/12/20 (part 1 of 2) @user http #Amazing http,the jesse lee peterson show gioyc friday mr president do you know what juneteenth means part of amazing,18,News & Social Concern,0.0036466925,0.2797207,0.7166326,0.71298593,0.7166326,Positive
1256793990051045382,2020-05-03,2020,2020-05,Filmmaker Jailed Over Music Video That Mocked Egypt s Presid.. WSJ - News - Noticia - Bitcoin - CryptoCurrency - Forex - {{USERNAME}} > {{URL}},Filmmaker Jailed Over Music Video That Mocked Egypt s Presid.. WSJ - News - Noticia - Bitcoin - CryptoCurrency - Forex - @user > http,filmmaker jailed over music video that mocked egypt s presid wsj news noticia bitcoin cryptocurrency forex,16,Film Tv & Video|Music|News & Social Concern,0.27715534,0.70740837,0.01543628,-0.26171905,0.70740837,Neutral
1180782000426369024,2019-10-06,2019,2019-10,Globus was really nice Friday at tresorberlin . Such a nice inspiration to hear #moritzvonoswald play and blend classic and new Techno tracks. Really good to reconnect with the legendary {@Herr Alterschinken@} and with… {{URL}},Globus was really nice Friday at tresorberlin . Such a nice inspiration to hear #moritzvonoswald play and blend classic and new Techno tracks. Really good to reconnect with the legendary @user and with… http,globus was really nice friday at tresorberlin such a nice inspiration to hear moritzvonoswald play and blend classic and new techno tracks really good to reconnect with the legendary and with,31,Music,0.0018023276,0.009967063,0.9882306,0.98642826,0.9882306,Positive
