tweet_id,created_at,tweet_text,topics_raw
1241574778282160131,2020-03-22,Southern Connecticut State University Students : Pass/fail for the semester - Sign the Petition! {{URL}} via {@Change org@},"[""learning_&_educational"", ""news_&_social_concern"", ""youth_&_student_life""]"
1295113100618735617,2020-08-16,Hoping to get some books to put into a rotation for my students during Distance Learning. #ClearTheList #MagentaMagic {@T Mobile@} {{URL}},"[""learning_&_educational"", ""youth_&_student_life""]"
1381121561172848640,2021-04-11,Ouch. The Nets really gonna have to look at tape and figure out how they got 20-pieced by the {@Los Angeles Lakers@},"[""sports""]"
1353944936333287425,2021-01-26,The second in what is destined to a classic sci-fi trilogy: The Trials of Koli by {{USERNAME}} . #bookreviews {{URL}},"[""science_&_technology""]"
1180812730602799107,2019-10-06,"“In 1919, Sylvia Beach sent a telegram to her mother in America: ‘Opening bookshop in Paris. Please send money.’“ That bookstore became the famed {{USERNAME}} . (Read “The Patron Saint of Bookstores” {{URL}} ","[""arts_&_culture"", ""learning_&_educational"", ""news_&_social_concern""]"
1358262896858329088,2021-02-07,I need a Bad Bunny and Jhay Cortez album together ASAP {@sanbenito@} {@JHAYCO@},"[""celebrity_&_pop_culture"", ""film_tv_&_video"", ""music""]"
1386194753419714560,2021-04-25,I feel so sorry to hear about your sickness and how I cannot visit you! Sending you lots of love and blissful wishes for you to recover as soon as possible! I want to see you active and joyful like you always are.Get well soon {@dilipkpandey@} {@AAP Mumbai@} {@AAP@} {@Swara Bhasker@},"[""diaries_&_daily_life""]"
1203795920959066112,2019-12-08,JTM came to our ward today and {{USERNAME}} didn’t believe me and I was like excuse me is he in your Spotify Wrapped top 5 or mine,"[""music""]"
1193676871558410241,2019-11-10,Remember how amazing {@Jason Donovan@} was on Strictly? His Tango is one of my all time faves  {{URL}},"[""celebrity_&_pop_culture"", ""film_tv_&_video""]"
1287235994131894272,2020-07-26,The key to being happy is knowing you have the power to choose what to accept and what to let go. {{USERNAME}} DJLOONYO AOSStayHomeParty,"[""diaries_&_daily_life"", ""relationships""]"
1193646965067632640,2019-11-10,"Remember this {@Lindsey Graham@} ? Too bad you dont. This guy would have been semi-fair to America. The person you are now is unrecognizable. I cant believe you are SELLING OUT ALL 323 MILLION American Citizens for a corrupt con man that wants nothing more than to RULE, not LEAD.","[""news_&_social_concern""]"
1252502019497177088,2020-04-21,"The front that brought some overnight rain is out, and the coolest air out of the next seven days is moving into Indiana. Check with {@Chuck Lofton@} on #13Sunrise for the full forecast. {{URL}} ","[""news_&_social_concern""]"
1226594568679968775,2020-02-09,shoutout to {{USERNAME}} for being literally the only person on this app live tweeting the xfl like it’s game 7 of the finals,"[""sports""]"
1213760271698792449,2020-01-05," A lot of fun to be had at the first league game {@Hallam FC@} since mid-October, if not quite the right result. Hallam were much better than the rather vague memories of previous home games - their front 3 causing problems from the start.... {{URL}} ","[""gaming"", ""sports""]"
1231638967059189760,2020-02-23,"The Pakistan Cricket Board (PCB) has launched a campaign, Hamaray Heroes, to honour the country s unsung heroes who ve done plenty to make the country s flag fly high around the world.  Weldon {@PCB Media@} ","[""sports""]"
1203485567998210049,2019-12-08,Yeah boi... {{USERNAME}} he did it.... Anthony Joshua defeats Andy Ruiz Jr to regain world heavyweight title glory | Boxing News | Sky Sports {{URL}},"[""news_&_social_concern"", ""sports""]"
1358232233299963904,2021-02-07,"Watching {@Pat McAfee@} talk about the Super Bowl kickoff touchback bet he just said {@Bradley Pinion@} doesn’t have what it takes to kick a touch back. You messed up pat, Bradley gonna send that thang to Mars","[""sports""]"
1180935713375887365,2019-10-06,The {@Buffalo Bills@} wins even with the refs against us. That shows you how good this team really is.,"[""sports""]"
1284936000209334285,2020-07-19,Happy National Ice Cream Day!  Celebrate with a healthy and digestible alternative to ice cream for your pup! {{USERNAME}} frozen yogurt is a cool treat for a hot day or any day! . . . #waglocal #shoplocal… {{URL}},"[""food_&_dining"", ""news_&_social_concern""]"
1310367822799831042,2020-09-27," When the jungle was open, I rolled in with the riders Stole food from the bears, and brought it back to the lions Hold court with the apes, I m a gorilla but lighter Got the eye of a tiger, the heart of a fighter   - {@Lil Wayne WEEZY F@} - Tha Mobb #LilWayne #bars #rap","[""music""]"
1200502900243468291,2019-11-29,4 hour delay on the way to atl and 25 minute delay sitting waiting for the grounds crew on the way back. Wonderful traveling this holiday season {{USERNAME}} {@Delta@} #3kids #allthegerms,"[""diaries_&_daily_life"", ""travel_&_adventure""]"
1243384590699384839,2020-03-27,Kenny Rodgers - The Greatest {{URL}} via {@YouTube@} Almost forgot it was suppose to be Opening Day...this ones for Kenny.,"[""celebrity_&_pop_culture""]"
1279806584319852544,2020-07-05,"Both Royce West and MJ Hegar were on {@Khambrel Marshall@} this morning. Both great candidates, no matter who wins this upcoming run off we can win this November. We just need to come together QUICKLY and make it happen #turntexasblue #FlipTheSenateBlue","[""news_&_social_concern""]"
1400963831720038400,2021-06-04,Saw a guy in our parking lot with a {@MrBeast@} sweatshirt on.  1 - dude it’s hot outside   2 - now I have the theme song stuck in my head,"[""celebrity_&_pop_culture"", ""music""]"
1213851190628237312,2020-01-05,"Dear {@Doctor Who Flux@} - I won t retweet you so I don t spoil anyone else, but could you please PLEASE not post major, epic, show-changing spoilers before everyone has had a chance to see it? Many US viewers without cable are looking forward to seeing Spyfall in theaters later today!","[""film_tv_&_video""]"
1241695820430413826,2020-03-22,Next up Ralph Breaks the internet which in its final throws made me wish my internet was broken! Available now on NOWTV.   My ★★½ review of Ralph Breaks the Internet (2018) on {@Letterboxd@} : {{URL}},"[""film_tv_&_video""]"
1264586812359663621,2020-05-24,"Happy Eid mubarak to all our Muslim brothers and sisters ‍♀️ allah bless us all today and years to come from {{USERNAME}} ..... @ Accra, Ghana {{URL}} ","[""arts_&_culture"", ""diaries_&_daily_life"", ""family"", ""relationships""]"
1416877109734150146,2021-07-18,Current updated run on the {{USERNAME}} Kokrak 45/1 win (CSC) Armitage 66/1 win (PEO) Higgo 50/1 (Palmetto)  Guido 225/1 place (US Open) Harman 30/1 place (Trav) Power 80/1 place (RMC) Lebioda 50/1 place (JDC) Scheffler 45/1 place (The Open) Macintyre 55/1 place (The Open),"[""sports""]"
1342348703068270593,2020-12-25,"middle school me used to listen to february air on repeat by {@Lights@} in 2008, so listening to this new song with her and {@ILLENIUM@} (who is has been repeat for me for the last 4 years and will continue to be) puts me on a new level ❤️ ","[""music""]"
1222910508073795585,2020-01-30,I am SO STOKED!! I will be working the sidelines with {@Ron Capps@} carrying a parabolic microphone for San Francisco radio station KNBR {@KNBR@} during Sunday s game between the 49ers and the Kansas City Chiefs.,"[""sports""]"
1335463124212670468,2020-12-06,I just got result  Eren Jaeger!  on quiz  Which Attack on Titan (or Shingeki no Kyojin) Character are you? . What will you get? {{URL}} via {{USERNAME}},"[""film_tv_&_video""]"
1273910756912893954,2020-06-19,The Jesse Lee Peterson Show:  GIOYC Friday!; Mr. President... Do You Know What Juneteenth Means?  6/12/20 (part 1 of 2) {@Jesse Lee Peterson@} {{URL}} #Amazing {{URL}},"[""news_&_social_concern""]"
1256793990051045382,2020-05-03,Filmmaker Jailed Over Music Video That Mocked Egypt s Presid..  WSJ - News - Noticia - Bitcoin - CryptoCurrency - Forex - {{USERNAME}} > {{URL}},"[""film_tv_&_video"", ""music"", ""news_&_social_concern""]"
1180782000426369024,2019-10-06,Globus was really nice Friday at tresorberlin . Such a nice inspiration to hear #moritzvonoswald play and blend classic and new Techno tracks. Really good to reconnect with the legendary {@Herr Alterschinken@} and with… {{URL}},"[""music""]"
1183466927026573318,2019-10-13,"Why associate no bra with breast cancer awareness , does wearing bra predispose women to breast cancer {{USERNAME}} ","[""diaries_&_daily_life"", ""fitness_&_health"", ""news_&_social_concern""]"
1312813648960786434,2020-10-04,Iowa State returns to Amway Coaches-USA Today football poll {{URL}} via {@Des Moines Register@},"[""sports""]"
1198498335688155136,2019-11-24,Harry Styles Says Zayn Malik Leaving One Direction Made The Guys Become Even Closer {{URL}} via {@Just Jared Jr@},"[""celebrity_&_pop_culture"", ""music""]"
1175770383288623104,2019-09-22,#Quinnipiac field hockey takes on Vermont in an out-of-conference matchup this afternoon.  They fell short their last time out against UConn. For more on that game (via {{USERNAME}} and {{USERNAME}} ) ➡️ {{URL}},"[""sports""]"
1196900052180058112,2019-11-19,"CSB Pod – Myles Garrett s suspension, the Browns  playoff chances and more {{URL}} via {@92 3 The Fan@} ","[""sports""]"
1282340176342028289,2020-07-12,Dana White reacts to Paige VanZant’s submission loss at UFC 251: “She should definitely test free agency” {{URL}} via {@bjpenndotcom@},"[""sports""]"
1381149981139144705,2021-04-11,Photo: Betting Agreement Between Real Madrid And Barcelona Supporter To Provide Lunch For 3 Months To Losser Of EL Classico Match Drops Online {{URL}} {@Real Madrid C F@} {@FC Barcelona@} Kasoa Efya Godzilla Satan Nigeria,"[""sports""]"
1193344573524893696,2019-11-10,WOW! {{USERNAME}} followed me! I hope your leg is feeling a whole lot better! And also ur the guy that was on ray William Johnsons vids!!! And also you rosted toys r us so hard thay went outta business! I remember watching u in 2010 XD I hope u feel better {{URL}},"[""celebrity_&_pop_culture"", ""diaries_&_daily_life"", ""film_tv_&_video""]"
1262161656618123265,2020-05-17,Congratulations {{USERNAME}} {@Darlington Raceway@} and {@NASCAR@} (and Kevin Harvick)!  Live sports on TV and well done!,"[""film_tv_&_video"", ""sports""]"
1210854851300622340,2019-12-28,10 Best things about my decade 1. I finished school 2. New Star Wars movies and shows 3. {@Brooklyn Nine Nine@} and {@The Good Place is taking it sleazy@} became things 4. I found The Witcher games and books (and show) 5. I made new friends 6. I found my passion for filmmaking  7. I tried new things  1/2,"[""diaries_&_daily_life"", ""film_tv_&_video"", ""gaming"", ""other_hobbies"", ""relationships""]"
1203553448140136448,2019-12-08,Take care of yourself ok? Rest well and eat lots of good food! and stay hydrated! #StrayKidsComeback {@Stray Kids@},"[""celebrity_&_pop_culture"", ""diaries_&_daily_life"", ""music""]"
1317734627126149121,2020-10-18,"2nd time me and rubs will have to cancel milan, 3rd time lucky next year maybe? {{USERNAME}} ","[""diaries_&_daily_life"", ""travel_&_adventure""]"
1229072651634737162,2020-02-16,"Why is the internet dropping out every few min in Dayton, OH.? {@Ask Spectrum@} #spectrumoutage","[""science_&_technology""]"
1294967112927240193,2020-08-16,"$Pi is a new digital #currency developed by Stanford PhDs, with over 7 million members. Get FREE #Pi using the app, follow this link {{URL}} and use my username (MrCoinMiner) to mine Pi on your #smartphone {{USERNAME}} airdrop 10000 VYA-OLD 200 #iphone12  #BTC #XRP","[""business_&_entrepreneurs"", ""science_&_technology""]"
1177221221978689536,2019-09-26,At least Yorke has enough insight to understand that he is: {@Radiohead@} ’s Thom Yorke concedes he s a ‘hypocrite’ on climate change {{URL}} #FoxNews,"[""celebrity_&_pop_culture"", ""news_&_social_concern""]"
1234206033360363521,2020-03-01,"Mary J. Blige, U2 - One (Official Music Video) {{URL}} via {@YouTube@} #Selma","[""film_tv_&_video"", ""music""]"
1177158542530437120,2019-09-26,"Live stream of {{USERNAME}} , founder and CEO of Plan A at Humanity Festival, starting at 12pm, you can t miss this one!   Topic:  Climate change against humanity. Competition or cooperation?  {{URL}} #streaming #live #Sustainability #PlanA","[""news_&_social_concern"", ""science_&_technology""]"
1292520218187751424,2020-08-09,Trying to get my mom on the phone to have some convo about: 1. Her MVP {@Tulsi Gabbard@} taking the L and 2. The earthquake.,"[""family"", ""news_&_social_concern""]"
1183230633562312705,2019-10-13,ROLLING LOUD WAS LIT I CANT FEEL ANYTHING IN MY BODY BUT IT WAS LIT {@Rolling Loud@},"[""diaries_&_daily_life"", ""music""]"
1175620634782687236,2019-09-22,Really enjoying this dark mode... Greatly appreciated {@Apple@},"[""science_&_technology""]"
1195908529942458368,2019-11-17," Let s go home, get drunk and watch Disney +.  {{USERNAME}} I know why I m dating this man now ","[""film_tv_&_video"", ""relationships""]"
1315349996330459136,2020-10-11,Defense on the field WAY too much already and it showed on that touchdown by the Steelers... {@Seth Joyner@} #Eagles,"[""sports""]"
1376107969096511489,2021-03-28,Shameless Arfa almost cried listening to the ground report {@The Wire@} THE WIRE NOW become WIRELESS,"[""news_&_social_concern""]"
1203610377134727168,2019-12-08,I should have trained harder. I should have listened to my team and coaches.   Andy Ruiz Jr has blamed being overweight for his defeat by Anthony Joshua. {@Kawowo Sports@} {{USERNAME}},"[""sports""]"
1289893614084952064,2020-08-02,#HRDPostponeJEE_NEET sir if you want to conduct the exams then provide single transport vehicle for each and every student and allow only 20 students at a single exam centre otherwise don t play with our life by giving myths of social distancing {@PMO India@} {@Dr Ramesh Pokhriyal Nishank@},"[""learning_&_educational"", ""news_&_social_concern"", ""youth_&_student_life""]"
1287446531222765570,2020-07-26,Check out  No Going Back - Unleashing the Power of Coaching in the Workplace  {{URL}} {@Eventbrite@},"[""business_&_entrepreneurs""]"
1274640689851248642,2020-06-21,Idc that some of my Indian friends call him a sell out I still will forever love {@Hasan Minhaj@},"[""celebrity_&_pop_culture""]"
1262132366593667072,2020-05-17,Yes! Live sports is back w #NASCARIsBack ! Luckily unlike other sports it s not the crowd noise that creates a good product unlike {@Philadelphia Phillies@} {@Philadelphia Eagles@} {@Philadelphia 76ers@} exception {@Philadelphia Flyers@} . {{USERNAME}} {@John Kincade@},"[""film_tv_&_video"", ""news_&_social_concern"", ""sports""]"
1170516916554936322,2019-09-08,Okay how can I watch the {@Arkansas State Football@} and UNLV game on FB?,"[""sports""]"
1302696739250601984,2020-09-06,Knocking out all my series early. Watching the season finale of {@P Valley@} . Oh man last night at the Pynk!!! #PValleyStarz,"[""film_tv_&_video""]"
1190840617334661122,2019-11-03,Lies. More cheers than boos greet President Trump at UFC 244 at MSG {{URL}} via {@New York Post@},"[""news_&_social_concern"", ""sports""]"
1223967800584097795,2020-02-02,Dear {@DC Dhanbad@} sir Some persons r in Barwada police custody since last Friday n that too without the permission of a magistrate in a case relating to dr Kailash Prasad. The police hv right to interrogation but only after following due process of law Plz look {@Hemant Soren@} sir,"[""news_&_social_concern""]"
1234236291581083649,2020-03-01,Driving 5 hours to New Orleans to watch {@LeBron James@} play for my 30th bday with a broke ankle... I’m dedicated to this !!!,"[""diaries_&_daily_life"", ""sports"", ""travel_&_adventure""]"
1376170368071778304,2021-03-28,♫ #NowPlaying “Shout At The Devil” by {@Mtley Cre@} on #Anghami {{URL}},"[""music""]"
1180872625360265216,2019-10-06,Check out what I just added to my closet on Poshmark: Watch out Boys Under Amour White Tank Top. {{URL}} via {@Poshmark@} #shopmycloset,"[""fashion_&_style""]"
1175800677261565953,2019-09-22,Did you miss our recent blog? {{USERNAME}} and {{USERNAME}} reveal some of the testing tools we use at Threat Stack to ensure secure code is being deployed. Get the full piece here: {{URL}},"[""science_&_technology""]"
1254227212984696833,2020-04-26,NinerAlert: Tornado Warning - Main Campus - Seek Shelter Now! {@UNC Charlotte@} Tornado Warning issued April 25 at 9:53PM EDT until April 25 at 10:30PM EDT by NWS Greenville-Spartanburg SC,"[""news_&_social_concern""]"
1239249187163779078,2020-03-15,The Rochester City School District has established a hotline for families regarding COVID-19 resources {{URL}} {{USERNAME}},"[""fitness_&_health"", ""learning_&_educational"", ""news_&_social_concern""]"
1218982074691899392,2020-01-19,Box Office: ‘Bad Boys for Life’ Crossing $100 Million Worldwide {{URL}} via {@Variety@},"[""arts_&_culture"", ""business_&_entrepreneurs"", ""film_tv_&_video""]"
1170576762410946560,2019-09-08,RagingGirlGamer {{USERNAME}} now featured on #BinxTV. Visit their #Twitch #stream to earn #BinxCoins and for a chance to win a #free #steam #game! {{URL}},"[""gaming""]"
1216296734449487873,2020-01-12,". {{USERNAME}} You are the SHADIEST, worst pres in US history!  It s illegal to turn the military into a mercenary army! The 9/11 were SAUDI! Where is that $1B? Who s bank? #RESIGN  Rep. Justin Amash Blasts Trump For  Selling  American Troops To Saudis {{URL}} ","[""news_&_social_concern""]"
1381147778034794499,2021-04-11,There’s lots of conflicting advice about what you should or should not do before and after getting a COVID vaccine. Here’s what the science says. {{URL}} via {@Slate@},"[""news_&_social_concern"", ""science_&_technology""]"
1340657311564656640,2020-12-20,Came out for a walk and ended up in {{USERNAME}} for a  substantial meal  (their breakfast burrito is particularly good). Somebody really likes {@Sticky Fingers@} I ve never used shazam so much before I realised they re playing an album,"[""food_&_dining"", ""music""]"
1284909515595554820,2020-07-19,Celebrate National Ice Cream Day Sunday with fresh gelato from {{USERNAME}} ! Il Fiorello is open for to-go orders. Enjoy a scoop of your favorite flavor on the patio overlooking the olive trees. #suisunvalley… {{URL}},"[""food_&_dining"", ""news_&_social_concern""]"
1193462649297801216,2019-11-10,"Hats off to {{USERNAME}} for his win over {@Logan Paul@} , who deserves all the respect as well. I just hope you remember to stay ten toes down and prove you can be humble in victory or defeat. Thanks #TeamKSI for your help! {@VIDDAL@} {{USERNAME}} ","[""celebrity_&_pop_culture"", ""sports""]"
1271107681273643011,2020-06-11,repost • {{USERNAME}} [One of our favorite products from the {{USERNAME}} !] . Colorfix your world with PRIDE ! ️‍ Happy Pride Month from Danessa Myricks Beauty . . What’s your favorite Colorfix Shade? There… {{URL}},"[""news_&_social_concern""]"
1294845489540730883,2020-08-16,{{USERNAME}} 2 minutes watching #Suga fight live.  I get the hype.,"[""celebrity_&_pop_culture"", ""film_tv_&_video"", ""sports""]"
1416879888611618828,2021-07-18,"I called to change my departure time by a few hours, {@americanair@} supervisor was extremely rude and belittling me, and hung up on me. Worst experience ever","[""diaries_&_daily_life"", ""travel_&_adventure""]"
1202163920250654720,2019-12-04,"X1, Let s fly high!!   #MAMAVOTE #x1 {{USERNAME}} {@X1members@} ","[""music""]"
1246915406633349123,2020-04-05,"Dear {{USERNAME}} ,  Please prepare for life after 2024 cos {@Nana Akufo Addo@} has already used Corona Virus to win 2020 hands down in the first round.  He has shown complete leadership during these crises.  Thank you    #COVID2019Ghana","[""news_&_social_concern""]"
1198747962630901760,2019-11-24,"Fellas no joking, why don t the Steelers look to pick up Minnesota s Jake Browning off their practice squad? He looks better than both Mason & Duck {@Andrew Stockey@} {@Guy Junker@} ","[""sports""]"
1274065026127552512,2020-06-19,"President Trump brought Juneteenth to National attention the same way that Russia brought Crimea to world attention.  And, {@Jen Psaki@} , the ends (awareness of Juneteenth) do NOT justify the means (Steve Miller’s cynicism).  We know about Juneteenth & Tulsa out of resistance to you.","[""news_&_social_concern""]"
1274793128331968513,2020-06-21,Love this!! Group of Black Women Leaders Launches a Scholarship For Young Women Like Them {{URL}} Proud of #BWISE {{USERNAME}},"[""business_&_entrepreneurs"", ""learning_&_educational"", ""news_&_social_concern"", ""youth_&_student_life""]"
1319543290518265857,2020-10-23,"Til dig, {{USERNAME}}    This suggests there may be an untapped market for bundled news subscriptions in the UK. But at the Spotify price point, it would not be enough to pay the bills on its own.” {{URL}} ","[""music"", ""news_&_social_concern""]"
1262044461934219265,2020-05-17,"The Simpsons, during its golden era, was one of the best and most influential shows ever. Here s a guide for anyone looking to watch for the first time... {{URL}} {{USERNAME}} ","[""film_tv_&_video""]"
1409088386187464708,2021-06-27,"tgck for {{USERNAME}} !  The difference in beliefs makes all the distinction in life and death, sometimes, and Ochako cannot be bothered to understand that now as Himiko coughs and tells her to leave, a sad, love-etched smile on her face, because Ochako doesn t want to leave.","[""arts_&_culture""]"
1193555498060021760,2019-11-10,"remember to balance the interactions everyone! it’s clear that because exo has more followers, they’re automatically going to receive more likes/rts. so the only way to combat that is to comment more on x-exo’s posts! please make sure to reply to —> {@EXOonearewe@} #EXODEUX","[""other_hobbies""]"
1197781492887252992,2019-11-22,"“I know what I heard.Whether my opponent s comment was born out of frustration or ignorance,I cannot say.But his actions do not excuse my lack of restraint in the moment, and I truly regret the impact this has had on the league,the Browns and our devoted fans.”@MylesLGarrett ❤️","[""sports""]"
1180934127257817088,2019-10-06,"Yo {{USERNAME}} , can you kick field goals? {@New England Patriots@} {{USERNAME}} ","[""sports""]"
1236679264319070208,2020-03-08,"Manchester is RED, blue just for film {{USERNAME}} {{USERNAME}} ","[""sports""]"
1413615554695516165,2021-07-09,I’m pretty sure {@Snoh Aalegra@} cant make a bad song. ‍♀️ never heard nobody say that new Snoh ain’t hitting like that.,"[""celebrity_&_pop_culture"", ""music""]"
1358348424672813056,2021-02-07,Check out what I just added to my closet on Poshmark: Baby Bad bunny  T-shirt. {{URL}} via {@Poshmark@} #shopmycloset,"[""diaries_&_daily_life"", ""fashion_&_style""]"
1254560840214142979,2020-04-26,"*Fixes headline  Man merely being detained by a FAMILY MEMBER, is QUICKLY RELEASED, UNHARMED, for violating the law and encroaching on a beach in San Diego.   Did this happen to FBA in Florida?  #FirstThem {{URL}} {@Tariq Nasheed@} ","[""family"", ""news_&_social_concern""]"
1196238208939544576,2019-11-18,"I m leaving on a jet plane...Oh wait, I m not. After an hour delay before we could board, I m now stuck on a plane with no power. Anyone have a spare set of booster cables? {@Air Canada@} #DF19","[""diaries_&_daily_life"", ""travel_&_adventure""]"
1277360785069453313,2020-06-28,Check out this talented singer #EricDisiac with his hit song #Jelly - This Music Video is outstanding with a {@FOX31 Denver KDVR@} type of vibe: {{URL}},"[""film_tv_&_video"", ""music""]"
1378859213921861633,2021-04-04,i really love the song #TreatPeopleWithKindness by {@Harry Styles@} !! and it would be really cool if you play it today {{USERNAME}} please?�D83D�DE4F�D83C�DFFC,"[""music""]"
1277146450011418626,2020-06-28,"“Once we clear away the chaff of Aurangzeb the myth, we can confront the fascinating puzzle of Aurangzeb the king. A pivotal figure in the Indian medieval past” Fascinating, unbiased, historical and gripping account by {@Dr Audrey Truschke@} ","[""arts_&_culture"", ""fitness_&_health"", ""learning_&_educational""]"
1198592224981848071,2019-11-24,"Check out my new album  Above the Rain  distributed by {@DistroKid@} and live on Google Play! {{URL}} Each song tells a story That may resonate with you Please follow and retweet Oh, and download, thank you. Popsd","[""music""]"
1337994405228273666,2020-12-13,"Polishing of a {@Michter s Distillery@} US-1 and starting The Queen’s Gambit on {@Netflix@} , because Kentucky.","[""film_tv_&_video""]"
1335582990655774720,2020-12-06,"Rangers on fire, again, now over to you {@Sheffield United@} don t ruin the weekend again! ⚔","[""sports""]"
1246827950701453314,2020-04-05,Rod wave dude came out of the woods throwing haymakers this kid is unbelievable bro  straight music that hits the soul {@RodWave@},"[""celebrity_&_pop_culture"", ""music""]"
1198749000444317698,2019-11-24,"Ron no joking, why don t the Steelers look to pick up Minnesota s Jake Browning off their practice squad? He looks better than both Mason & Duck {@Ron Cook@} ","[""sports""]"
1348207364910903297,2021-01-10,Several former and active cricketers have taken to social media to express their objection to such incidents on the ground. {{URL}} {@Cricket Australia@} {@VVS Laxman@} #Siraj #SCG #racism,"[""sports""]"
1344915980019970050,2021-01-01,"I’m watching {@Spectrum News NY1@} rn, and I just witnessed a live proposal..she said YES.. my serotonin is through the roof rn! Idk them, but wow.. what a way to start the new year! Sincerely happy to see others wholeheartedly happy! Happy New Year, everyone. God bless! ❤️","[""news_&_social_concern""]"
1236710695460356102,2020-03-08,Check out GIRL POWER! Available for the next 1 day via {{USERNAME}} {{URL}},"[""diaries_&_daily_life"", ""news_&_social_concern""]"
